left_index,left_side,similarity,right_side,right_index
822,assistant manager manufacturing,0.8137753,senior manager manufacturing,849
1986,assistant manager manufacturing engineering,0.9177694,manager manufacturing engineering,1384
1986,assistant manager manufacturing engineering,0.91340756,assistant manager manufacturing,822
1986,assistant manager manufacturing engineering,0.83356464,deputy manager manufacturing engineering,2120
1986,assistant manager manufacturing engineering,0.8311069,manufacturing engineer,3453
758,assistant manager material,0.809087,assistant material engineer,3990
758,assistant manager material,0.80752903,manager material,555
568,assistant manager mechanical,0.86540496,assistant engineer mechanical,3477
568,assistant manager mechanical,0.8351028,manager mechanical,554
923,assistant manager mechanical maintenance,0.90146756,manager mechanical maintenance,782
923,assistant manager mechanical maintenance,0.829728,senior manager mechanical maintenance,2099
923,assistant manager mechanical maintenance,0.8026593,deputy manager mechanical maintenance,2261
1853,assistant manager microbiology,0.92315704,manager microbiology,2518
3198,assistant manager milk procurement,0.85309607,area manager milk procurement,3225
1850,assistant manager new product development,0.9259488,manager new product development,1180
1850,assistant manager new product development,0.81344306,new product development engineer,3552
293,assistant manager operation,0.8369702,assistant engineer operation,4394
1590,assistant manager packaging,0.87954,manager packaging,1362
1422,assistant manager packaging development,0.9253667,manager packaging development,1324
1422,assistant manager packaging development,0.82223845,packaging development engineer,5318
1218,assistant manager payroll,0.8240899,assistant manager hr payroll,2311
2620,assistant manager plant maintenance,0.90953577,assistant engineer plant maintenance,5553
2620,assistant manager plant maintenance,0.89632165,manager plant maintenance,1810
2620,assistant manager plant maintenance,0.80047,assistant manager maintenance,380
2443,assistant manager power plant,0.86432177,power plant manager,1224
1128,assistant manager process,0.8407351,assistant manager process engineering,900
1128,assistant manager process,0.83502007,assistant engineer process,4253
900,assistant manager process engineering,0.8582889,manager process engineering,1278
900,assistant manager process engineering,0.8407351,assistant manager process,1128
1965,assistant manager process excellence,0.9224696,manager process excellence,1063
486,assistant manager procurement,0.8250914,procurement manager,425
1312,assistant manager product development,0.90894395,assistant engineer product development,5375
1312,assistant manager product development,0.87188184,product development manager,540
1312,assistant manager product development,0.8148093,senior manager product development,1257
336,assistant manager production,0.84523886,assistant engineer production,3451
2015,assistant manager production maintenance,0.803139,production maintenance manager,1830
1618,assistant manager production planning,0.8435218,assistant manager production planning control,1261
1618,assistant manager production planning,0.8044635,production planning manager,1068
1261,assistant manager production planning control,0.92875147,manager production planning control,1598
1261,assistant manager production planning control,0.8435218,assistant manager production planning,1618
1261,assistant manager production planning control,0.83669853,dy dot manager production planning control,2224
1261,assistant manager production planning control,0.82355607,production planning control engineer,3501
1747,assistant manager program management,0.88778365,manager program management,1186
1747,assistant manager program management,0.8070742,assistant general manager program management,2819
1747,assistant manager program management,0.80697274,senior manager program management,1607
2353,assistant manager project execution,0.87728363,manager project execution,2271
453,assistant manager project management,0.87028927,manager project management,1034
453,assistant manager project management,0.8121505,engineer project management,3812
376,assistant manager purchase,0.8768532,assistant engineer purchase,4209
376,assistant manager purchase,0.849044,assistant manager purchase store,1650
1650,assistant manager purchase store,0.89484495,manager purchase store,928
1650,assistant manager purchase store,0.849044,assistant manager purchase,376
1512,assistant manager q,0.8926997,assistant manager,277
1512,assistant manager q,0.8788724,assistant manager qa,838
1512,assistant manager q,0.84920734,assistant manager qc,682
1512,assistant manager q,0.8013126,assistant manager r,577
838,assistant manager qa,0.8788724,assistant manager q,1512
838,assistant manager qa,0.81898624,assistant manager qa qc,635
635,assistant manager qa qc,0.84179294,assistant engineer qa qc,4611
635,assistant manager qa qc,0.81898624,assistant manager qa,838
682,assistant manager qc,0.84920734,assistant manager q,1512
400,assistant manager quality assurance,0.91224164,assistant engineer quality assurance,3857
400,assistant manager quality assurance,0.8969204,manager quality assurance,432
400,assistant manager quality assurance,0.8320591,assistant manager supplier quality assurance,1864
400,assistant manager quality assurance,0.818873,senior manager quality assurance,734
